row,item,version,letter,sentence,sentence_spr,comp_q,comp_q_type,comp_q_answer,condition,list,life_status,life_mismatch,fact_mismatch,type,occupation,file_name,year_time,fact_time,year_fact,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp
804,34,45,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task
805,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,1,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malala Yousafzai,post-task,post-task,full match,post-task
806,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,1,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
807,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,1,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
808,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,2,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bruno Mars,post-task,post-task,full match,post-task
809,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,2,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
810,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,2,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
811,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,3,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emmanuel Macron,post-task,post-task,full match,post-task
812,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,3,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
813,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,3,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
814,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,4,dead,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ed Sheeran,post-task,post-task,full match,post-task
815,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,4,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
816,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,4,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
817,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,5,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Henry Ford,post-task,post-task,full match,post-task
818,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,5,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
819,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,5,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
820,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,6,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Muhammad Ali,post-task,post-task,full match,post-task
821,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,6,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
822,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,6,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
823,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,7,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Lady Gaga,post-task,post-task,full match,post-task
824,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,7,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
825,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,7,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
826,35,1,post-task,post-task,post-task,skip,post-task,post-task,full match,8,alive,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Jennifer Lawrence,post-task,post-task,full match,post-task
827,35,28,post-task,post-task,post-task,skip,post-task,post-task,real,8,alive,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task
828,35,38,post-task,post-task,post-task,skip,post-task,post-task,real,8,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task
829,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
830,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
831,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,3,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
832,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,4,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
833,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,5,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
834,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,6,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
835,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,7,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
836,36,46,post-task,post-task,post-task,skip,post-task,post-task,fake,8,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task
837,39,50,post-task,post-task,post-task,skip,post-task,post-task,fake,1,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Leslie Brown,post-task,post-task,fake,post-task
838,39,14,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,1,alive,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Arnold Schwarzenegger,post-task,post-task,life mismatch,post-task
839,39,34,post-task,post-task,post-task,skip,post-task,post-task,real,1,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Tupac,post-task,post-task,real,post-task
840,39,37,post-task,post-task,post-task,skip,post-task,post-task,real,1,dead,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ludwig van Beethoven,post-task,post-task,real,post-task
841,39,50,post-task,post-task,post-task,skip,post-task,post-task,fake,2,fake,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Leslie Brown,post-task,post-task,fake,post-task
842,39,14,post-task,post-task,post-task,skip,post-task,post-task,life mismatch,2,dead,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bradley Cooper,post-task,post-task,life mismatch,post-task
